path,text
crops_icdar15\train\img_579_000.png,BVLGARI
crops_icdar15\train\img_714_008.png,GUCCI
crops_icdar15\train\img_441_001.png,SEAE
crops_icdar15\train\img_278_003.png,TAN
crops_icdar15\train\img_932_007.png,03-26
crops_icdar15\train\img_105_001.png,YOU
crops_icdar15\train\img_971_004.png,THE
crops_icdar15\train\img_407_008.png,NEW
crops_icdar15\train\img_493_006.png,Stop
crops_icdar15\train\img_601_010.png,Joy
crops_icdar15\train\img_224_008.png,ETUDE
crops_icdar15\train\img_676_004.png,food
crops_icdar15\train\img_984_058.png,The
crops_icdar15\train\img_164_012.png,BEAUTIFUL
crops_icdar15\train\img_582_004.png,GHO
crops_icdar15\train\img_669_013.png,mentos
crops_icdar15\train\img_171_023.png,card
crops_icdar15\train\img_284_005.png,WORLD
crops_icdar15\train\img_115_001.png,skincare
crops_icdar15\train\img_78_049.png,Top-up
crops_icdar15\train\img_545_008.png,HarbourFront
crops_icdar15\train\img_911_007.png,I.MAGES
crops_icdar15\train\img_839_003.png,OAKS
crops_icdar15\train\img_146_013.png,62620220
crops_icdar15\train\img_802_005.png,ORCHARD
crops_icdar15\train\img_482_001.png,East
crops_icdar15\train\img_133_001.png,ATM
crops_icdar15\train\img_191_009.png,Parks
crops_icdar15\train\img_478_007.png,DELUXE
crops_icdar15\train\img_862_004.png,CALENDAR
crops_icdar15\train\img_527_001.png,Kick
crops_icdar15\train\img_438_000.png,WINE
crops_icdar15\train\img_248_001.png,Symbiosis
crops_icdar15\train\img_190_000.png,EXIT
crops_icdar15\train\img_348_004.png,UUI
crops_icdar15\train\img_921_026.png,DOCUMENTATION
crops_icdar15\train\img_522_006.png,patronage
crops_icdar15\train\img_2_000.png,EXIT
crops_icdar15\train\img_893_002.png,THAN
crops_icdar15\train\img_901_013.png,SALE
crops_icdar15\train\img_773_000.png,LORA
crops_icdar15\train\img_812_000.png,TAGHeuer
crops_icdar15\train\img_215_002.png,Set
crops_icdar15\train\img_991_006.png,cook
crops_icdar15\train\img_989_006.png,L12
crops_icdar15\train\img_773_004.png,sale
crops_icdar15\train\img_954_001.png,Life
crops_icdar15\train\img_600_003.png,week
crops_icdar15\train\img_643_000.png,SENNHEISER
crops_icdar15\train\img_214_004.png,POSB
crops_icdar15\train\img_987_005.png,VERANDAH
crops_icdar15\train\img_358_001.png,prefer
crops_icdar15\train\img_765_000.png,stradivarius
crops_icdar15\train\img_386_006.png,SALE
crops_icdar15\train\img_264_012.png,hi!
crops_icdar15\train\img_655_001.png,MORE
crops_icdar15\train\img_239_007.png,ave
crops_icdar15\train\img_493_008.png,Solution
crops_icdar15\train\img_712_003.png,A-T
crops_icdar15\train\img_868_000.png,Evottica
crops_icdar15\train\img_652_007.png,GAIN
crops_icdar15\train\img_617_001.png,cup
crops_icdar15\train\img_12_009.png,DINE
crops_icdar15\train\img_493_005.png,Your
crops_icdar15\train\img_257_007.png,MAGELLAN
crops_icdar15\train\img_823_001.png,VUITTON
crops_icdar15\train\img_222_003.png,THE
crops_icdar15\train\img_714_006.png,SHAPING
crops_icdar15\train\img_609_006.png,DHA
crops_icdar15\train\img_611_000.png,CRIME
crops_icdar15\train\img_593_007.png,MAKE
crops_icdar15\train\img_164_002.png,ONE
crops_icdar15\train\img_24_007.png,Bus
crops_icdar15\train\img_960_010.png,WIN
crops_icdar15\train\img_630_002.png,SHOP
crops_icdar15\train\img_500_007.png,ECONOMICS
crops_icdar15\train\img_888_024.png,SALE
crops_icdar15\train\img_449_003.png,GET
crops_icdar15\train\img_883_009.png,www.zerospot.com
crops_icdar15\train\img_410_007.png,KIMIO
crops_icdar15\train\img_493_002.png,Foot
crops_icdar15\train\img_359_001.png,FICTION
crops_icdar15\train\img_612_000.png,where
crops_icdar15\train\img_146_000.png,world's
crops_icdar15\train\img_239_012.png,and
crops_icdar15\train\img_185_005.png,LTD.
crops_icdar15\train\img_186_000.png,SKYLIGHT
crops_icdar15\train\img_533_001.png,"movie,"
crops_icdar15\train\img_784_002.png,G-STAR
crops_icdar15\train\img_477_002.png,meets
crops_icdar15\train\img_76_011.png,great
crops_icdar15\train\img_866_000.png,Grand
crops_icdar15\train\img_153_008.png,for
crops_icdar15\train\img_526_000.png,SAMSUNG
crops_icdar15\train\img_667_004.png,$30
crops_icdar15\train\img_89_001.png,MANAGEMENT
crops_icdar15\train\img_891_003.png,"40,257"
crops_icdar15\train\img_689_006.png,MINX
crops_icdar15\train\img_378_001.png,SUSHI
crops_icdar15\train\img_456_003.png,Christmas
crops_icdar15\train\img_213_003.png,WORLD
crops_icdar15\train\img_901_010.png,PBOTHERS
crops_icdar15\train\img_990_001.png,SOMA
crops_icdar15\train\img_583_006.png,SALE
crops_icdar15\train\img_158_015.png,"ME,"
crops_icdar15\train\img_978_006.png,DESSERT
crops_icdar15\train\img_98_003.png,ALCOHOL
crops_icdar15\train\img_12_005.png,FOR
crops_icdar15\train\img_626_003.png,MAKE
crops_icdar15\train\img_796_001.png,LOVE
crops_icdar15\train\img_124_003.png,ONLINE
crops_icdar15\train\img_954_002.png,Shaklee
crops_icdar15\train\img_399_003.png,VICTORIA'S
crops_icdar15\train\img_242_003.png,WORLD
crops_icdar15\train\img_355_014.png,COLOURFULLY
crops_icdar15\train\img_718_003.png,FOSSIL
crops_icdar15\train\img_858_005.png,lock
crops_icdar15\train\img_264_042.png,Triple
crops_icdar15\train\img_264_019.png,Handset
crops_icdar15\train\img_171_035.png,Sbge
crops_icdar15\train\img_884_011.png,OTS
crops_icdar15\train\img_147_073.png,home.
crops_icdar15\train\img_530_009.png,View
crops_icdar15\train\img_657_003.png,YDU
crops_icdar15\train\img_946_005.png,NETS
crops_icdar15\train\img_546_004.png,LOT
crops_icdar15\train\img_572_004.png,SALE
crops_icdar15\train\img_346_001.png,Accessories
crops_icdar15\train\img_54_005.png,Line
crops_icdar15\train\img_158_007.png,CHEQUE
crops_icdar15\train\img_945_005.png,Delicacies
crops_icdar15\train\img_588_011.png,TOP
crops_icdar15\train\img_820_001.png,CONSTANTIN
crops_icdar15\train\img_869_001.png,TOUCH
crops_icdar15\train\img_611_005.png,creamy
crops_icdar15\train\img_63_001.png,trilina
crops_icdar15\train\img_349_001.png,Back
crops_icdar15\train\img_484_005.png,The
crops_icdar15\train\img_714_000.png,Dior
crops_icdar15\train\img_237_011.png,Parks
crops_icdar15\train\img_327_004.png,Italy
crops_icdar15\train\img_78_051.png,CashCard/FlashPay/
crops_icdar15\train\img_378_004.png,THE
crops_icdar15\train\img_958_003.png,100
crops_icdar15\train\img_356_007.png,COURTS
crops_icdar15\train\img_32_006.png,Orchard
crops_icdar15\train\img_510_012.png,1398
crops_icdar15\train\img_169_000.png,STOP
crops_icdar15\train\img_409_001.png,Farm
crops_icdar15\train\img_158_004.png,CASH
crops_icdar15\train\img_612_002.png,meet
crops_icdar15\train\img_138_003.png,BRING
crops_icdar15\train\img_773_009.png,SALE
crops_icdar15\train\img_90_009.png,Assorted
crops_icdar15\train\img_163_009.png,Lecture
crops_icdar15\train\img_114_003.png,Sanook
crops_icdar15\train\img_243_004.png,SUCCESS
crops_icdar15\train\img_898_004.png,FOR
crops_icdar15\train\img_90_005.png,3 FOR
crops_icdar15\train\img_247_000.png,EXIT
crops_icdar15\train\img_113_019.png,www.tk-hair.com
crops_icdar15\train\img_935_000.png,S.K.
crops_icdar15\train\img_698_003.png,MAN
crops_icdar15\train\img_552_000.png,SALE
crops_icdar15\train\img_551_004.png,FRENCH
crops_icdar15\train\img_495_000.png,POST
crops_icdar15\train\img_796_003.png,OPENIN
crops_icdar15\train\img_653_000.png,STARBUCKS
crops_icdar15\train\img_165_003.png,10-10 to 11
crops_icdar15\train\img_159_034.png,$128
crops_icdar15\train\img_956_004.png,food
crops_icdar15\train\img_116_018.png,PANAD
crops_icdar15\train\img_759_001.png,MADDEN
crops_icdar15\train\img_465_000.png,SRIM
crops_icdar15\train\img_367_005.png,Game
crops_icdar15\train\img_611_004.png,improved
crops_icdar15\train\img_529_001.png,WIN
crops_icdar15\train\img_511_006.png,2198
crops_icdar15\train\img_88_000.png,BECAUSE
crops_icdar15\train\img_39_027.png,#ilovesciencecentre
crops_icdar15\train\img_699_003.png,GUCCI
crops_icdar15\train\img_419_001.png,Tots
crops_icdar15\train\img_971_006.png,CHANGER
crops_icdar15\train\img_731_005.png,Hall
crops_icdar15\train\img_433_011.png,Perfume
crops_icdar15\train\img_463_003.png,PARKER
crops_icdar15\train\img_227_003.png,182/182
crops_icdar15\train\img_530_002.png,Stadium
crops_icdar15\train\img_18_014.png,The
crops_icdar15\train\img_173_000.png,Charcoal
crops_icdar15\train\img_510_001.png,2198
crops_icdar15\train\img_864_000.png,THE
crops_icdar15\train\img_911_006.png,TEI
crops_icdar15\train\img_590_003.png,REHOUSE
crops_icdar15\train\img_85_003.png,#14-01
crops_icdar15\train\img_558_001.png,Dressing
crops_icdar15\train\img_257_022.png,AND
crops_icdar15\train\img_364_000.png,jem
crops_icdar15\train\img_891_017.png,SALE
crops_icdar15\train\img_234_000.png,Overpass
crops_icdar15\train\img_500_003.png,Econometrics
crops_icdar15\train\img_78_003.png,Bank
crops_icdar15\train\img_313_004.png,benefit
crops_icdar15\train\img_184_003.png,WANT
crops_icdar15\train\img_50_001.png,one-north
crops_icdar15\train\img_528_002.png,EXPLOSIVE
crops_icdar15\train\img_900_000.png,Chloe
crops_icdar15\train\img_486_001.png,East
crops_icdar15\train\img_236_017.png,East
crops_icdar15\train\img_983_022.png,Levels
crops_icdar15\train\img_712_001.png,BAY
crops_icdar15\train\img_165_000.png,connexis
crops_icdar15\train\img_120_001.png,Auditorium
crops_icdar15\train\img_796_006.png,URAL
crops_icdar15\train\img_796_002.png,NEW
crops_icdar15\train\img_241_011.png,Eggs
crops_icdar15\train\img_355_012.png,YEAR
crops_icdar15\train\img_350_004.png,DOMAIN
crops_icdar15\train\img_39_009.png,adult
crops_icdar15\train\img_404_002.png,SEPHORA
crops_icdar15\train\img_435_004.png,Shapes
crops_icdar15\train\img_977_005.png,Beer
crops_icdar15\train\img_161_000.png,LEVEL
crops_icdar15\train\img_850_003.png,Ion
crops_icdar15\train\img_91_001.png,Nathan
crops_icdar15\train\img_547_000.png,AEROLINE
crops_icdar15\train\img_343_002.png,MANGO
crops_icdar15\train\img_519_001.png,GEE
crops_icdar15\train\img_930_022.png,RANT
crops_icdar15\train\img_503_004.png,Foto
crops_icdar15\train\img_268_008.png,Hair
crops_icdar15\train\img_171_016.png,Please
crops_icdar15\train\img_674_001.png,SUSHI
crops_icdar15\train\img_858_004.png,SALE
crops_icdar15\train\img_466_000.png,KEEP
crops_icdar15\train\img_854_002.png,Talk
crops_icdar15\train\img_82_009.png,Seating
crops_icdar15\train\img_21_005.png,BRING
crops_icdar15\train\img_466_003.png,STAY
crops_icdar15\train\img_519_006.png,GET
crops_icdar15\train\img_630_005.png,BIG
crops_icdar15\train\img_962_000.png,FRESHLY
crops_icdar15\train\img_555_001.png,Hungry?
crops_icdar15\train\img_458_000.png,LEVEL
crops_icdar15\train\img_893_009.png,OVER
crops_icdar15\train\img_626_000.png,mds
crops_icdar15\train\img_546_000.png,VOLENDAM
crops_icdar15\train\img_244_000.png,coffee
crops_icdar15\train\img_192_000.png,MAX
crops_icdar15\train\img_115_007.png,unity
crops_icdar15\train\img_745_000.png,Dior
crops_icdar15\train\img_473_003.png,$12
crops_icdar15\train\img_530_001.png,Stadium
crops_icdar15\train\img_864_003.png,SETAN
crops_icdar15\train\img_771_002.png,promod
crops_icdar15\train\img_920_007.png,DOMES
crops_icdar15\train\img_277_002.png,BANK
crops_icdar15\train\img_467_013.png,PEP
crops_icdar15\train\img_139_003.png,KECEMASA
crops_icdar15\train\img_560_008.png,ASUS
crops_icdar15\train\img_297_027.png,full-flat
crops_icdar15\train\img_436_005.png,Cream
crops_icdar15\train\img_786_004.png,EXIT
crops_icdar15\train\img_123_005.png,North
crops_icdar15\train\img_669_004.png,mentos
crops_icdar15\train\img_779_002.png,sale
crops_icdar15\train\img_66_001.png,Transist
crops_icdar15\train\img_984_041.png,floors.
crops_icdar15\train\img_695_012.png,TERMINAL
crops_icdar15\train\img_757_001.png,SKE
crops_icdar15\train\img_436_011.png,GABU
crops_icdar15\train\img_588_000.png,SALE
crops_icdar15\train\img_984_023.png,Discovery
crops_icdar15\train\img_773_014.png,sale
crops_icdar15\train\img_527_007.png,off
crops_icdar15\train\img_726_003.png,QUEEN
crops_icdar15\train\img_906_004.png,sale
crops_icdar15\train\img_944_028.png,TIP
crops_icdar15\train\img_879_001.png,WATCH
crops_icdar15\train\img_365_002.png,FOX
crops_icdar15\train\img_199_008.png,ORCHARD
crops_icdar15\train\img_108_015.png,RIGHT
crops_icdar15\train\img_193_019.png,THE
crops_icdar15\train\img_746_001.png,SALE
crops_icdar15\train\img_574_001.png,city
crops_icdar15\train\img_14_016.png,colorie
crops_icdar15\train\img_34_000.png,EARTH
crops_icdar15\train\img_795_005.png,JEANS
crops_icdar15\train\img_672_003.png,VITALITY
crops_icdar15\train\img_722_000.png,Juicy
crops_icdar15\train\img_362_001.png,KEMIUCHI
crops_icdar15\train\img_143_010.png,Chang
crops_icdar15\train\img_522_002.png,thank
crops_icdar15\train\img_410_008.png,Blanc
crops_icdar15\train\img_418_009.png,Pharmacy
crops_icdar15\train\img_897_006.png,EBATE
crops_icdar15\train\img_242_002.png,THE
crops_icdar15\train\img_452_004.png,ttins
crops_icdar15\train\img_48_006.png,serve
crops_icdar15\train\img_152_003.png,kiosk
crops_icdar15\train\img_394_002.png,ESPRIT
crops_icdar15\train\img_566_002.png,ORIGINS
crops_icdar15\train\img_950_006.png,HERE
crops_icdar15\train\img_176_003.png,Lift
crops_icdar15\train\img_747_012.png,LONDON
crops_icdar15\train\img_946_013.png,Gold
crops_icdar15\train\img_84_004.png,leave
crops_icdar15\train\img_767_006.png,511
crops_icdar15\train\img_429_003.png,WANTS
crops_icdar15\train\img_939_002.png,JMG
crops_icdar15\train\img_732_006.png,Shop
crops_icdar15\train\img_78_060.png,cards
crops_icdar15\train\img_77_020.png,Panadol
crops_icdar15\train\img_702_000.png,ZARA
crops_icdar15\train\img_324_001.png,BOX
crops_icdar15\train\img_581_005.png,toss
crops_icdar15\train\img_92_004.png,for
crops_icdar15\train\img_974_000.png,NANYANG
crops_icdar15\train\img_153_003.png,BOARD
crops_icdar15\train\img_743_004.png,TOPSHOP
crops_icdar15\train\img_94_062.png,Target
crops_icdar15\train\img_94_009.png,ORDER
crops_icdar15\train\img_358_009.png,Culture
crops_icdar15\train\img_213_008.png,FOR
crops_icdar15\train\img_496_002.png,GUYS
crops_icdar15\train\img_208_000.png,GRE
crops_icdar15\train\img_604_003.png,Cut
crops_icdar15\train\img_7_003.png,smrt
crops_icdar15\train\img_622_001.png,UOB
crops_icdar15\train\img_69_000.png,NASAL
crops_icdar15\train\img_369_007.png,SEASON
crops_icdar15\train\img_532_002.png,DINOSAUR
crops_icdar15\train\img_12_002.png,LIFESTYLE
crops_icdar15\train\img_93_003.png,WIN
crops_icdar15\train\img_373_002.png,sale
crops_icdar15\train\img_32_004.png,City
crops_icdar15\train\img_540_000.png,LONG
crops_icdar15\train\img_30_007.png,BAKING
crops_icdar15\train\img_737_000.png,DOCKER
crops_icdar15\train\img_11_003.png,Theatre
crops_icdar15\train\img_984_032.png,L12
crops_icdar15\train\img_987_008.png,NANTSUTTE
crops_icdar15\train\img_419_010.png,Mum
crops_icdar15\train\img_513_006.png,MRBT
crops_icdar15\train\img_725_001.png,BANANA
crops_icdar15\train\img_592_000.png,EMPORIO
crops_icdar15\train\img_983_008.png,ROAD
crops_icdar15\train\img_228_001.png,X-ING
crops_icdar15\train\img_289_005.png,ANDI
crops_icdar15\train\img_76_010.png,redeeme
crops_icdar15\train\img_349_003.png,School
crops_icdar15\train\img_113_005.png,For
crops_icdar15\train\img_461_023.png,Mille
crops_icdar15\train\img_595_000.png,Lou
crops_icdar15\train\img_429_001.png,m&m
crops_icdar15\train\img_235_001.png,BETTER
crops_icdar15\train\img_543_001.png,Sasa
crops_icdar15\train\img_268_040.png,Walk
crops_icdar15\train\img_309_001.png,YOURS
crops_icdar15\train\img_297_005.png,Bedding
crops_icdar15\train\img_32_014.png,197
crops_icdar15\train\img_535_011.png,JOY
crops_icdar15\train\img_657_000.png,LITTLE
crops_icdar15\train\img_268_032.png,Preferred
crops_icdar15\train\img_39_013.png,"100,000"
crops_icdar15\train\img_97_005.png,merci
crops_icdar15\train\img_440_001.png,DARY
crops_icdar15\train\img_618_007.png,TARTS
crops_icdar15\train\img_998_002.png,CAMELBAK
crops_icdar15\train\img_676_000.png,DBS
crops_icdar15\train\img_170_002.png,Ave
crops_icdar15\train\img_290_009.png,VIP
crops_icdar15\train\img_576_001.png,Xpressflower.com
crops_icdar15\train\img_213_001.png,READY
crops_icdar15\train\img_382_006.png,10%
crops_icdar15\train\img_889_010.png,LANCOME
crops_icdar15\train\img_989_003.png,This
crops_icdar15\train\img_206_000.png,EXIT
crops_icdar15\train\img_217_000.png,School
crops_icdar15\train\img_320_007.png,PERCENT
crops_icdar15\train\img_178_000.png,I2R
crops_icdar15\train\img_39_022.png,HUMAN
crops_icdar15\train\img_940_003.png,SMASHED
crops_icdar15\train\img_369_003.png,PERCENT
crops_icdar15\train\img_940_000.png,AYAM
crops_icdar15\train\img_693_004.png,OFFICE
crops_icdar15\train\img_108_024.png,THEMANAGEMENT
crops_icdar15\train\img_847_009.png,count
crops_icdar15\train\img_575_005.png,Chop
crops_icdar15\train\img_248_000.png,Connexis
crops_icdar15\train\img_284_012.png,RETAILER
crops_icdar15\train\img_230_000.png,BEWARE
crops_icdar15\train\img_591_004.png,CITIGEMS
crops_icdar15\train\img_407_016.png,ANGELES
crops_icdar15\train\img_407_011.png,50%
crops_icdar15\train\img_673_001.png,ANE
crops_icdar15\train\img_82_006.png,EXODUS
crops_icdar15\train\img_994_001.png,GOWNS
crops_icdar15\train\img_742_005.png,uemura
crops_icdar15\train\img_911_003.png,SCHOOL
crops_icdar15\train\img_960_004.png,SUSH
crops_icdar15\train\img_782_005.png,SALE
crops_icdar15\train\img_351_000.png,Challenger
crops_icdar15\train\img_891_002.png,DIAGNOSIS
crops_icdar15\train\img_355_005.png,Sony
crops_icdar15\train\img_311_000.png,benefit
crops_icdar15\train\img_355_019.png,2014
crops_icdar15\train\img_73_005.png,OBAR
crops_icdar15\train\img_435_010.png,VIETNAM
crops_icdar15\train\img_370_006.png,Chomel
crops_icdar15\train\img_605_000.png,VALUE
crops_icdar15\train\img_108_007.png,DEAR
crops_icdar15\train\img_677_006.png,foodrepublic
crops_icdar15\train\img_77_001.png,HIVa
crops_icdar15\train\img_516_001.png,HENG
crops_icdar15\train\img_934_009.png,S.K
crops_icdar15\train\img_327_008.png,Germany
crops_icdar15\train\img_153_007.png,Space
crops_icdar15\train\img_901_000.png,TOPMAN
crops_icdar15\train\img_895_001.png,arrival
crops_icdar15\train\img_41_003.png,CAUTION
crops_icdar15\train\img_363_000.png,Challenger
crops_icdar15\train\img_61_006.png,PAY
crops_icdar15\train\img_408_001.png,ESTEE
crops_icdar15\train\img_305_007.png,browhaus
crops_icdar15\train\img_900_001.png,LOVE
crops_icdar15\train\img_930_003.png,KABAYAN
crops_icdar15\train\img_690_009.png,IT'S
crops_icdar15\train\img_461_014.png,Way
crops_icdar15\train\img_344_000.png,CATHAY
crops_icdar15\train\img_440_000.png,Sprite
crops_icdar15\train\img_24_004.png,Engine
crops_icdar15\train\img_173_013.png,17x
crops_icdar15\train\img_120_018.png,1-12
crops_icdar15\train\img_24_006.png,Shuttle
crops_icdar15\train\img_147_064.png,the
crops_icdar15\train\img_923_005.png,sms
crops_icdar15\train\img_23_003.png,NOTES
crops_icdar15\train\img_915_004.png,here!
crops_icdar15\train\img_977_002.png,FRUITY
crops_icdar15\train\img_893_000.png,"STORES,"
crops_icdar15\train\img_94_019.png,ONLINE
crops_icdar15\train\img_878_001.png,SALE
crops_icdar15\train\img_163_007.png,SAM
crops_icdar15\train\img_637_007.png,WING
crops_icdar15\train\img_268_038.png,7403
crops_icdar15\train\img_257_010.png,ACCESS
crops_icdar15\train\img_655_009.png,LEVEL2
crops_icdar15\train\img_758_000.png,EXIT
crops_icdar15\train\img_866_009.png,Grand
crops_icdar15\train\img_623_000.png,prettyFIT
crops_icdar15\train\img_147_030.png,Malaysia
crops_icdar15\train\img_923_002.png,$ 15
crops_icdar15\train\img_713_003.png,RESTAURANTS
crops_icdar15\train\img_215_007.png,Set
crops_icdar15\train\img_305_005.png,COLOUR
crops_icdar15\train\img_464_008.png,LEGO
crops_icdar15\train\img_867_002.png,SALE
crops_icdar15\train\img_503_006.png,Chartered
crops_icdar15\train\img_850_000.png,Sookee
crops_icdar15\train\img_264_041.png,Plan
crops_icdar15\train\img_48_004.png,meals
crops_icdar15\train\img_508_004.png,Feel
crops_icdar15\train\img_94_044.png,RED
crops_icdar15\train\img_551_001.png,DAY
crops_icdar15\train\img_744_000.png,TOPSHOP
crops_icdar15\train\img_147_031.png,With
crops_icdar15\train\img_361_005.png,ENGLISH
crops_icdar15\train\img_374_002.png,CELEBRATE
crops_icdar15\train\img_26_002.png,DOWN
crops_icdar15\train\img_976_003.png,SOON
crops_icdar15\train\img_923_008.png,#04-29
crops_icdar15\train\img_401_009.png,Jem
crops_icdar15\train\img_78_031.png,banking
crops_icdar15\train\img_241_014.png,Kaya
crops_icdar15\train\img_620_000.png,CANDY
crops_icdar15\train\img_343_005.png,PAUL
crops_icdar15\train\img_918_007.png,sold
crops_icdar15\train\img_927_002.png,Tel.
crops_icdar15\train\img_268_034.png,Benefits
crops_icdar15\train\img_103_000.png,guardian
crops_icdar15\train\img_404_001.png,KEITH
crops_icdar15\train\img_407_032.png,SALE
crops_icdar15\train\img_18_011.png,Value
crops_icdar15\train\img_928_015.png,Chocolate
crops_icdar15\train\img_749_000.png,ZARA
crops_icdar15\train\img_222_005.png,LOBBY
crops_icdar15\train\img_710_001.png,Healthy
crops_icdar15\train\img_397_006.png,FRESH
crops_icdar15\train\img_78_009.png,deposit
crops_icdar15\train\img_983_023.png,B2/1/4/7/9
crops_icdar15\train\img_268_045.png,Botan
crops_icdar15\train\img_289_002.png,ANDI
crops_icdar15\train\img_335_000.png,BONIA
crops_icdar15\train\img_409_008.png,dic
crops_icdar15\train\img_478_001.png,smiggle
crops_icdar15\train\img_330_002.png,PROVENC
crops_icdar15\train\img_475_005.png,PROMOTION
crops_icdar15\train\img_978_003.png,CCO
crops_icdar15\train\img_153_000.png,all
crops_icdar15\train\img_920_013.png,WORK
crops_icdar15\train\img_268_012.png,YIP
crops_icdar15\train\img_738_001.png,dENiZEN
crops_icdar15\train\img_853_001.png,BreadTalk
crops_icdar15\train\img_769_000.png,Accessorize
crops_icdar15\train\img_586_000.png,loVe
crops_icdar15\train\img_299_004.png,"1,888"
crops_icdar15\train\img_555_007.png,GLITTER
crops_icdar15\train\img_312_000.png,SALE
crops_icdar15\train\img_114_002.png,$9.90
crops_icdar15\train\img_378_008.png,SALE
crops_icdar15\train\img_795_002.png,G-STAR
crops_icdar15\train\img_350_003.png,PRINT
crops_icdar15\train\img_582_005.png,CHA
crops_icdar15\train\img_269_015.png,YIP
crops_icdar15\train\img_120_006.png,Green
crops_icdar15\train\img_347_005.png,Giftaways
crops_icdar15\train\img_694_001.png,COACH
crops_icdar15\train\img_642_002.png,PLANET
crops_icdar15\train\img_257_011.png,CARD
crops_icdar15\train\img_811_000.png,F. NIELLY
crops_icdar15\train\img_345_004.png,Cinaways
crops_icdar15\train\img_147_036.png,market
crops_icdar15\train\img_407_020.png,NEW
crops_icdar15\train\img_76_018.png,touch
crops_icdar15\train\img_333_003.png,Beauty's
crops_icdar15\train\img_865_012.png,SALE
crops_icdar15\train\img_834_008.png,stacey
crops_icdar15\train\img_314_001.png,COURTS
crops_icdar15\train\img_917_000.png,SingTel
crops_icdar15\train\img_848_006.png,SIM
crops_icdar15\train\img_577_011.png,popcorn
crops_icdar15\train\img_32_011.png,City
crops_icdar15\train\img_534_004.png,CENTRE
crops_icdar15\train\img_146_003.png,you
crops_icdar15\train\img_18_006.png,175
crops_icdar15\train\img_899_001.png,KORNER
crops_icdar15\train\img_32_001.png,Singapura
crops_icdar15\train\img_930_010.png,YAN
crops_icdar15\train\img_774_000.png,ZARA
crops_icdar15\train\img_684_000.png,EXIT
crops_icdar15\train\img_996_001.png,20%
crops_icdar15\train\img_280_000.png,EXIT
crops_icdar15\train\img_51_014.png,Share
crops_icdar15\train\img_146_011.png,fruits
crops_icdar15\train\img_681_003.png,DISCOVER
crops_icdar15\train\img_332_003.png,FOOD
crops_icdar15\train\img_264_057.png,$0.50
crops_icdar15\train\img_59_001.png,FOR
crops_icdar15\train\img_753_000.png,tcc
crops_icdar15\train\img_631_000.png,KISSJane
crops_icdar15\train\img_78_050.png,NETS
crops_icdar15\train\img_202_011.png,SKYLIGHT
crops_icdar15\train\img_608_015.png,WALL
crops_icdar15\train\img_420_007.png,Gorg
crops_icdar15\train\img_926_001.png,Prepaid
crops_icdar15\train\img_773_016.png,ALE
crops_icdar15\train\img_448_001.png,Merry
crops_icdar15\train\img_39_015.png,day;
crops_icdar15\train\img_407_010.png,SALE
crops_icdar15\train\img_554_011.png,BREAKFAST
crops_icdar15\train\img_518_000.png,GIORDANO
crops_icdar15\train\img_481_006.png,SCHOOL
crops_icdar15\train\img_467_003.png,Life
crops_icdar15\train\img_329_007.png,SSHA
crops_icdar15\train\img_479_001.png,MASSIVE
crops_icdar15\train\img_196_003.png,CLEAR
crops_icdar15\train\img_78_013.png,for
crops_icdar15\train\img_415_007.png,50%
crops_icdar15\train\img_712_004.png,SHOPPES
crops_icdar15\train\img_849_005.png,will
crops_icdar15\train\img_855_002.png,BreadTalk
crops_icdar15\train\img_248_003.png,Car
crops_icdar15\train\img_436_001.png,GABU
crops_icdar15\train\img_402_001.png,FURTHER
crops_icdar15\train\img_477_000.png,Girls'
crops_icdar15\train\img_145_006.png,Airport
crops_icdar15\train\img_205_011.png,INTRODUCING..
crops_icdar15\train\img_55_001.png,Seating
crops_icdar15\train\img_147_026.png,(CGDB)
crops_icdar15\train\img_171_020.png,out
crops_icdar15\train\img_364_001.png,EXIT
crops_icdar15\train\img_370_001.png,just
crops_icdar15\train\img_486_003.png,JTC
crops_icdar15\train\img_82_005.png,GODS
crops_icdar15\train\img_714_009.png,GUCCI
crops_icdar15\train\img_500_002.png,AOJIEOJBAKAS
crops_icdar15\train\img_852_002.png,CHARLES
crops_icdar15\train\img_732_003.png,smrt
crops_icdar15\train\img_242_006.png,SHOOTING
crops_icdar15\train\img_73_007.png,AMIN
crops_icdar15\train\img_48_003.png,calorie
crops_icdar15\train\img_984_031.png,Med
crops_icdar15\train\img_181_002.png,Within
crops_icdar15\train\img_848_004.png,ticketing
crops_icdar15\train\img_882_007.png,Specials
crops_icdar15\train\img_159_012.png,CHIA
crops_icdar15\train\img_839_000.png,Crate
crops_icdar15\train\img_38_002.png,LOVED
crops_icdar15\train\img_813_000.png,BAR
crops_icdar15\train\img_607_011.png,CUBES
crops_icdar15\train\img_551_008.png,BREAD
crops_icdar15\train\img_159_004.png,CLEMENTI
crops_icdar15\train\img_925_000.png,LOWEST
crops_icdar15\train\img_560_011.png,FAMILY
crops_icdar15\train\img_851_003.png,JEWELLERY
crops_icdar15\train\img_264_006.png,Prepaid
crops_icdar15\train\img_738_000.png,CONNECTION
crops_icdar15\train\img_937_002.png,#02-81
crops_icdar15\train\img_507_010.png,LD OF SPORTS
crops_icdar15\train\img_729_000.png,Way
crops_icdar15\train\img_49_007.png,CHILDREN'S
crops_icdar15\train\img_19_001.png,0000
